lemma,first_singular,second_singular,third_singular,first_plural,second_plural,third_plural,provenance
terel,terelek,terelsz,terel,terelünk,tereltek,terelnek,wiktionary
borít,borítok,borítasz,borít,borítunk,borítotok,borítanak,wiktionary
megfeledkezik,megfeledkezem,megfeledkezel,megfeledkezik,megfeledkezünk,megfeledkeztek,megfeledkeznek,wiktionary
kihallgat,kihallgatok,kihallgatsz,kihallgat,kihallgatunk,kihallgattok,kihallgatnak,wiktionary
barátkozik,barátkozom,barátkozol,barátkozik,barátkozunk,barátkoztok,barátkoznak,wiktionary
várakozik,várakozom,várakozol,várakozik,várakozunk,várakoztok,várakoznak,wiktionary
rajong,rajongok,rajongasz,rajong,rajongunk,rajongotok,rajonganak,wiktionary
rejlik,rejlek,rejlesz,rejlik,rejlünk,rejletek,rejlenek,wiktionary
terjeszt,terjesztek,terjesztesz,terjeszt,terjesztünk,terjesztetek,terjesztenek,wiktionary
megismétel,megismétlek,megismételsz,megismétel,megismétlünk,megismételtek,megismételnek,wiktionary
lebeg,lebegek,lebegsz,lebeg,lebegünk,lebegtek,lebegnek,wiktionary
értesül,értesülök,értesülsz,értesül,értesülünk,értesültök,értesülnek,wiktionary
spórol,spórolok,spórolsz,spórol,spórolunk,spóroltok,spórolnak,wiktionary
elnyer,elnyerek,elnyersz,elnyer,elnyerünk,elnyertek,elnyernek,wiktionary
felakaszt,felakasztok,felakasztasz,felakaszt,felakasztunk,felakasztotok,felakasztanak,wiktionary
csörög,csörgök,csörögsz,csörög,csörgünk,csörögtök,csörögnek,wiktionary
eltüntet,eltüntetek,eltüntetsz,eltüntet,eltüntetünk,eltüntettek,eltüntetnek,wiktionary
kong,kongok,kongsz,kong,kongunk,kongtok,kongnak,wiktionary
eltitkol,eltitkolok,eltitkolsz,eltitkol,eltitkolunk,eltitkoltok,eltitkolnak,wiktionary
izzad,izzadok,izzadsz,izzad,izzadunk,izzadtok,izzadnak,wiktionary
kihív,kihívok,kihívsz,kihív,kihívunk,kihívtok,kihívnak,wiktionary
manipulál,manipulálok,manipulálsz,manipulál,manipulálunk,manipuláltok,manipulálnak,wiktionary
összeköt,összekötök,összekötsz,összeköt,összekötünk,összeköttök,összekötnek,wiktionary
beáll,beállok,beállsz,beáll,beállunk,beálltok,beállnak,wiktionary
üldögél,üldögélek,üldögélsz,üldögél,üldögélünk,üldögéltek,üldögélnek,wiktionary
vonzódik,vonzódom,vonzódsz,vonzódik,vonzódunk,vonzódtok,vonzódnak,wiktionary
elveszik,elveszek,elveszel,elveszik,elveszünk,elvesztek,elvesznek,wiktionary
sugall,sugallok,sugallsz,sugall,sugallunk,sugalltok,sugallnak,wiktionary
röhög,röhögök,röhögsz,röhög,röhögünk,röhögtök,röhögnek,wiktionary
pusztul,pusztulok,pusztulsz,pusztul,pusztulunk,pusztultok,pusztulnak,wiktionary
beválik,beválok,beválsz,beválik,beválunk,beváltok,beválnak,wiktionary
ereszt,eresztek,eresztesz,ereszt,eresztünk,eresztetek,eresztenek,wiktionary
kitör,kitörök,kitörsz,kitör,kitörünk,kitörtök,kitörnek,wiktionary
alapít,alapítok,alapítasz,alapít,alapítunk,alapítotok,alapítanak,wiktionary
keresztülmegy,keresztülmegyek,keresztülmész,keresztülmegy,keresztülmegyünk,keresztülmentek,keresztülmennek,wiktionary
megfullad,megfulladok,megfulladsz,megfullad,megfulladunk,megfulladtok,megfulladnak,wiktionary
megbirkózik,megbirkózom,megbirkózol,megbirkózik,megbirkózunk,megbirkóztok,megbirkóznak,wiktionary
fényképez,fényképezek,fényképezel,fényképez,fényképezünk,fényképeztek,fényképeznek,wiktionary
szédül,szédülök,szédülsz,szédül,szédülünk,szédültök,szédülnek,wiktionary
sérül,sérülök,sérülsz,sérül,sérülünk,sérültök,sérülnek,wiktionary
merül,merülök,merülsz,merül,merülünk,merültök,merülnek,wiktionary
összerak,összerakok,összeraksz,összerak,összerakunk,összeraktok,összeraknak,wiktionary
odafigyel,odafigyelek,odafigyelsz,odafigyel,odafigyelünk,odafigyeltek,odafigyelnek,wiktionary
szeretkezik,szeretkezem,szeretkezel,szeretkezik,szeretkezünk,szeretkeztek,szeretkeznek,wiktionary
lekésik,lekésem,lekésel,lekésik,lekésünk,lekéstek,lekésnek,wiktionary
éhezik,éhezem,éhezel,éhezik,éhezünk,éheztek,éheznek,wiktionary
tilt,tiltok,tiltasz,tilt,tiltunk,tiltotok,tiltanak,wiktionary
szentel,szentelek,szentelsz,szentel,szentelünk,szenteltek,szentelnek,wiktionary
kijelent,kijelentek,kijelentesz,kijelent,kijelentünk,kijelentetek,kijelentenek,wiktionary
megbocsájt,megbocsájtok,megbocsájtasz,megbocsájt,megbocsájtunk,megbocsájtotok,megbocsájtanak,wiktionary
kötődik,kötődöm,kötődsz,kötődik,kötődünk,kötődtök,kötődnek,wiktionary
behatol,behatolok,behatolsz,behatol,behatolunk,behatoltok,behatolnak,wiktionary
ürít,ürítek,ürítesz,ürít,ürítünk,ürítetek,ürítenek,wiktionary
táplál,táplálok,táplálsz,táplál,táplálunk,tápláltok,táplálnak,wiktionary
hull,hullok,hullasz,hull,hullunk,hullotok,hullanak,wiktionary
lök,lökök,löksz,lök,lökünk,löktök,löknek,wiktionary
emleget,emlegetek,emlegetsz,emleget,emlegetünk,emlegettek,emlegetnek,wiktionary
bekövetkezik,bekövetkezem,bekövetkezel,bekövetkezik,bekövetkezünk,bekövetkeztek,bekövetkeznek,wiktionary
perel,perlek,perelsz,perel,perlünk,pereltek,perelnek,wiktionary
megszervez,megszervezek,megszervezel,megszervez,megszervezünk,megszerveztek,megszerveznek,wiktionary
meghatároz,meghatározok,meghatározol,meghatároz,meghatározunk,meghatároztok,meghatároznak,wiktionary
gyanakodik,gyanakodom,gyanakodsz,gyanakodik,gyanakodunk,gyanakodtok,gyanakodnak,wiktionary
eláll,elállok,elállsz,eláll,elállunk,elálltok,elállnak,wiktionary
késztet,késztetek,késztetsz,késztet,késztetünk,késztettek,késztetnek,wiktionary
feltart,feltartok,feltartasz,feltart,feltartunk,feltartotok,feltartanak,wiktionary
felügyel,felügyelek,felügyelsz,felügyel,felügyelünk,felügyeltek,felügyelnek,wiktionary
elrepül,elrepülök,elrepülsz,elrepül,elrepülünk,elrepültök,elrepülnek,wiktionary
megkönnyebbül,megkönnyebbülök,megkönnyebbülsz,megkönnyebbül,megkönnyebbülünk,megkönnyebbültök,megkönnyebbülnek,wiktionary
tüzel,tüzelek,tüzelsz,tüzel,tüzelünk,tüzeltek,tüzelnek,wiktionary
túllép,túllépek,túllépsz,túllép,túllépünk,túlléptek,túllépnek,wiktionary
elbasz,elbaszok,elbaszol,elbasz,elbaszunk,elbasztok,elbasznak,wiktionary
elbúcsúzik,elbúcsúzom,elbúcsúzol,elbúcsúzik,elbúcsúzunk,elbúcsúztok,elbúcsúznak,wiktionary
szívat,szívatok,szívatsz,szívat,szívatunk,szívattok,szívatnak,wiktionary
berak,berakok,beraksz,berak,berakunk,beraktok,beraknak,wiktionary
megbüntet,megbüntetek,megbüntetsz,megbüntet,megbüntetünk,megbüntettek,megbüntetnek,wiktionary
öregszik,öregszem,öregszel,öregedik,öregszünk,öregszetek,öregszenek,wiktionary
közbejön,közbejövök,közbejössz,közbejön,közbejövünk,közbejöttök,közbejönnek,wiktionary
varr,varrok,varrsz,varr,varrunk,varrtok,varrnak,wiktionary
megnő,megnövök,megnősz,megnő,megnövünk,megnőtök,megnőnek,wiktionary
beindul,beindulok,beindulsz,beindul,beindulunk,beindultok,beindulnak,wiktionary
nyilvánít,nyilvánítok,nyilvánítasz,nyilvánít,nyilvánítunk,nyilvánítotok,nyilvánítanak,wiktionary
piszkál,piszkálok,piszkálsz,piszkál,piszkálunk,piszkáltok,piszkálnak,wiktionary
okol,okolok,okolsz,okol,okolunk,okoltok,okolnak,wiktionary
kivégez,kivégzek,kivégzel,kivégez,kivégzünk,kivégeztek,kivégeznek,wiktionary
termel,termelek,termelsz,termel,termelünk,termeltek,termelnek,wiktionary
reszket,reszketek,reszketsz,reszket,reszketünk,reszkettek,reszketnek,wiktionary
engedelmeskedik,engedelmeskedem,engedelmeskedsz,engedelmeskedik,engedelmeskedünk,engedelmeskedtek,engedelmeskednek,wiktionary
ismerkedik,ismerkedem,ismerkedsz,ismerkedik,ismerkedünk,ismerkedtek,ismerkednek,wiktionary
elfárad,elfáradok,elfáradsz,elfárad,elfáradunk,elfáradtok,elfáradnak,wiktionary
eljegyez,eljegyzek,eljegyzel,eljegyez,eljegyzünk,eljegyeztek,eljegyeznek,wiktionary
hajol,hajolok,hajolsz,hajol,hajolunk,hajoltok,hajolnak,wiktionary
félreért,félreértek,félreértesz,félreért,félreértünk,félreértetek,félreértenek,wiktionary
rohad,rohadok,rohadsz,rohad,rohadunk,rohadtok,rohadnak,wiktionary
fogalmaz,fogalmazok,fogalmazol,fogalmaz,fogalmazunk,fogalmaztok,fogalmaznak,wiktionary
megértet,megértetek,megértetsz,megértet,megértetünk,megértettek,megértetnek,wiktionary
űz,űzök,űzöl,űz,űzünk,űztök,űznek,wiktionary
hajtogat,hajtogatok,hajtogatsz,hajtogat,hajtogatunk,hajtogattok,hajtogatnak,wiktionary
mulat,mulatok,mulatsz,mulat,mulatunk,mulattok,mulatnak,wiktionary
lenyel,lenyelek,lenyelsz,lenyel,lenyelünk,lenyeltek,lenyelnek,wiktionary
bever,beverek,beversz,bever,beverünk,bevertek,bevernek,wiktionary
köp,köpök,köpsz,köp,köpünk,köptök,köpnek,wiktionary
befejeződik,befejeződök,befejeződsz,befejeződik,befejeződünk,befejeződtök,befejeződnek,wiktionary
csináltat,csináltatok,csináltatsz,csináltat,csináltatunk,csináltattok,csináltatnak,wiktionary
szétesik,szétesem,szétesel,szétesik,szétesünk,szétestek,szétesnek,wiktionary
lebukik,lebukom,lebuksz,lebukik,lebukunk,lebuktok,lebuknak,wiktionary
térdel,térdelek,térdelsz,térdel,térdelünk,térdeltek,térdelnek,wiktionary
ketyeg,ketyegek,ketyegsz,ketyeg,ketyegünk,ketyegtek,ketyegnek,wiktionary
kirak,kirakok,kiraksz,kirak,kirakunk,kiraktok,kiraknak,wiktionary
cipel,cipelek,cipelsz,cipel,cipelünk,cipeltek,cipelnek,wiktionary
kering,keringek,keringesz,kering,keringünk,keringetek,keringenek,wiktionary
fellép,fellépek,fellépsz,fellép,fellépünk,felléptek,fellépnek,wiktionary
ölet,öletek,öletsz,ölet,öletünk,ölettek,öletnek,wiktionary
érzékel,érzékelek,érzékelsz,érzékel,érzékelünk,érzékeltek,érzékelnek,wiktionary
feltölt,feltöltök,feltöltesz,feltölt,feltöltünk,feltöltötök,feltöltenek,wiktionary
elnéz,elnézek,elnézel,elnéz,elnézünk,elnéztek,elnéznek,wiktionary
előad,előadok,előadsz,előad,előadunk,előadtok,előadnak,wiktionary
evez,evezek,evezel,evez,evezünk,eveztek,eveznek,wiktionary
zsarol,zsarolok,zsarolsz,zsarol,zsarolunk,zsaroltok,zsarolnak,wiktionary
intézkedik,intézkedem,intézkedsz,intézkedik,intézkedünk,intézkedtek,intézkednek,wiktionary
leráz,lerázok,lerázol,leráz,lerázunk,leráztok,leráznak,wiktionary
nyúlik,nyúlok,nyúlsz,nyúlik,nyúlunk,nyúltok,nyúlnak,wiktionary
végrehajt,végrehajtok,végrehajtasz,végrehajt,végrehajtunk,végrehajtotok,végrehajtanak,wiktionary
szólal,szólalok,szólalsz,szólal,szólalunk,szólaltok,szólalnak,wiktionary
összezavar,összezavarok,összezavarsz,összezavar,összezavarunk,összezavartok,összezavarnak,wiktionary
áthelyez,áthelyezek,áthelyezel,áthelyez,áthelyezünk,áthelyeztek,áthelyeznek,wiktionary
kitölt,kitöltök,kitöltesz,kitölt,kitöltünk,kitöltötök,kitöltenek,wiktionary
megszűnik,megszűnök,megszűnsz,megszűnik,megszűnünk,megszűntök,megszűnnek,wiktionary
elrendez,elrendezek,elrendezel,elrendez,elrendezünk,elrendeztek,elrendeznek,wiktionary
borul,borulok,borulsz,borul,borulunk,borultok,borulnak,wiktionary
eléget,elégetek,elégetsz,eléget,elégetünk,elégettek,elégetnek,wiktionary
pletykál,pletykálok,pletykálsz,pletykál,pletykálunk,pletykáltok,pletykálnak,wiktionary
beköltözik,beköltözöm,beköltözöl,beköltözik,beköltözünk,beköltöztök,beköltöznek,wiktionary
egyesít,egyesítek,egyesítesz,egyesít,egyesítünk,egyesítetek,egyesítenek,wiktionary
cseng,csengek,csengsz,cseng,csengünk,csengtek,csengnek,wiktionary
veszekszik,veszekszem,veszekszel,veszekedik,veszekszünk,veszekszetek,veszekszenek,wiktionary
visszaküld,visszaküldök,visszaküldesz,visszaküld,visszaküldünk,visszaküldötök,visszaküldenek,wiktionary
utánoz,utánzok,utánzol,utánoz,utánzunk,utánoztok,utánoznak,wiktionary
megjátszik,megjátszom,megjátszol,megjátszik,megjátszunk,megjátszotok,megjátszanak,wiktionary
elrendel,elrendelek,elrendelsz,elrendel,elrendelünk,elrendeltek,elrendelnek,wiktionary
farag,faragok,faragsz,farag,faragunk,faragtok,faragnak,wiktionary
elindít,elindítok,elindítasz,elindít,elindítunk,elindítotok,elindítanak,wiktionary
utolér,utolérek,utolérsz,utolér,utolérünk,utolértek,utolérnek,wiktionary
belevág,belevágok,belevágsz,belevág,belevágunk,belevágtok,belevágnak,wiktionary
kiszabadul,kiszabadulok,kiszabadulsz,kiszabadul,kiszabadulunk,kiszabadultok,kiszabadulnak,wiktionary
hozzáfér,hozzáférek,hozzáférsz,hozzáfér,hozzáférünk,hozzáfértek,hozzáférnek,wiktionary
védelmez,védelmezek,védelmezel,védelmez,védelmezünk,védelmeztek,védelmeznek,wiktionary
megkérdőjelez,megkérdőjelezek,megkérdőjelezel,megkérdőjelez,megkérdőjelezünk,megkérdőjeleztek,megkérdőjeleznek,wiktionary
hányik,hányok,hánysz,hányik,hányunk,hánytok,hánynak,wiktionary
fakad,fakadok,fakadsz,fakad,fakadunk,fakadtok,fakadnak,wiktionary
ellenkezik,ellenkezem,ellenkezel,ellenkezik,ellenkezünk,ellenkeztek,ellenkeznek,wiktionary
megél,megélek,megélsz,megél,megélünk,megéltek,megélnek,wiktionary
távolít,távolítok,távolítasz,távolít,távolítunk,távolítotok,távolítanak,wiktionary
búcsúzik,búcsúzom,búcsúzol,búcsúzik,búcsúzunk,búcsúztok,búcsúznak,wiktionary
töpreng,töprengek,töprengesz,töpreng,töprengünk,töprengetek,töprengenek,wiktionary
szeg,szegek,szegsz,szeg,szegünk,szegtek,szegnek,wiktionary
elhitet,elhitetek,elhitetsz,elhitet,elhitetünk,elhitettek,elhitetnek,wiktionary
huny,hunyok,hunysz,huny,hunyunk,hunytok,hunynak,wiktionary
kavar,kavarok,kavarsz,kavar,kavarunk,kavartok,kavarnak,wiktionary
előléptet,előléptetek,előléptetsz,előléptet,előléptetünk,előléptettek,előléptetnek,wiktionary
lenyom,lenyomok,lenyomsz,lenyom,lenyomunk,lenyomtok,lenyomnak,wiktionary
gyanúsít,gyanúsítok,gyanúsítasz,gyanúsít,gyanúsítunk,gyanúsítotok,gyanúsítanak,wiktionary
gyanakszik,gyanakszom,gyanakszol,gyanakodik,gyanakszunk,gyanakszotok,gyanakszanak,wiktionary
kapaszkodik,kapaszkodom,kapaszkodsz,kapaszkodik,kapaszkodunk,kapaszkodtok,kapaszkodnak,wiktionary
védekezik,védekezem,védekezel,védekezik,védekezünk,védekeztek,védekeznek,wiktionary
szembeszáll,szembeszállok,szembeszállsz,szembeszáll,szembeszállunk,szembeszálltok,szembeszállnak,wiktionary
kísért,kísértek,kísértesz,kísért,kísértünk,kísértetek,kísértenek,wiktionary
lebeszél,lebeszélek,lebeszélsz,lebeszél,lebeszélünk,lebeszéltek,lebeszélnek,wiktionary
sikít,sikítok,sikítasz,sikít,sikítunk,sikítotok,sikítanak,wiktionary
hiányol,hiányolok,hiányolsz,hiányol,hiányolunk,hiányoltok,hiányolnak,wiktionary
tapasztal,tapasztalok,tapasztalsz,tapasztal,tapasztalunk,tapasztaltok,tapasztalnak,wiktionary
viszket,viszketek,viszketsz,viszket,viszketünk,viszkettek,viszketnek,wiktionary
egyesül,egyesülök,egyesülsz,egyesül,egyesülünk,egyesültök,egyesülnek,wiktionary
sugároz,sugárzok,sugárzol,sugároz,sugárzunk,sugároztok,sugároznak,wiktionary
birtokol,birtoklok,birtokolsz,birtokol,birtoklunk,birtokoltok,birtokolnak,wiktionary
félbeszakít,félbeszakítok,félbeszakítasz,félbeszakít,félbeszakítunk,félbeszakítotok,félbeszakítanak,wiktionary
fejleszt,fejlesztek,fejlesztesz,fejleszt,fejlesztünk,fejlesztetek,fejlesztenek,wiktionary
megszakít,megszakítok,megszakítasz,megszakít,megszakítunk,megszakítotok,megszakítanak,wiktionary
műt,műtök,műtesz,műt,műtünk,műtötök,műtenek,wiktionary
rohangál,rohangálok,rohangálsz,rohangál,rohangálunk,rohangáltok,rohangálnak,wiktionary
kitakarít,kitakarítok,kitakarítasz,kitakarít,kitakarítunk,kitakarítotok,kitakarítanak,wiktionary
megbetegedik,megbetegszem,megbetegszel,megbetegedik,megbetegszünk,megbetegszetek,megbetegszenek,wiktionary
szórakoztat,szórakoztatok,szórakoztatsz,szórakoztat,szórakoztatunk,szórakoztattok,szórakoztatnak,wiktionary
leszokik,leszokom,leszoksz,leszokik,leszokunk,leszoktok,leszoknak,wiktionary
elpusztul,elpusztulok,elpusztulsz,elpusztul,elpusztulunk,elpusztultok,elpusztulnak,wiktionary
berúg,berúgok,berúgsz,berúg,berúgunk,berúgtok,berúgnak,wiktionary
nyel,nyelek,nyelsz,nyel,nyelünk,nyeltek,nyelnek,wiktionary
fékez,fékezek,fékezel,fékez,fékezünk,fékeztek,fékeznek,wiktionary
világít,világítok,világítasz,világít,világítunk,világítotok,világítanak,wiktionary
végeztet,végeztetek,végeztetsz,végeztet,végeztetünk,végeztettek,végeztetnek,wiktionary
megun,megunok,megunsz,megun,megununk,meguntok,megunnak,wiktionary
tárol,tárolok,tárolsz,tárol,tárolunk,tároltok,tárolnak,wiktionary
teljesül,teljesülök,teljesülsz,teljesül,teljesülünk,teljesültök,teljesülnek,wiktionary
haldokol,haldokolok,haldokolsz,haldokol,haldokolunk,haldokoltok,haldokolnak,wiktionary
újrakezd,újrakezdek,újrakezdesz,újrakezd,újrakezdünk,újrakezdetek,újrakezdenek,wiktionary
dobál,dobálok,dobálsz,dobál,dobálunk,dobáltok,dobálnak,wiktionary
nézeget,nézegetek,nézegetsz,nézeget,nézegetünk,nézegettek,nézegetnek,wiktionary
ránt,rántok,rántasz,ránt,rántunk,rántotok,rántanak,wiktionary
hordoz,hordozok,hordozol,hordoz,hordozunk,hordoztok,hordoznak,wiktionary
szagol,szagolok,szagolsz,szagol,szagolunk,szagoltok,szagolnak,wiktionary
lektorál,lektorálok,lektorálsz,lektorál,lektorálunk,lektoráltok,lektorálnak,wiktionary
megfejt,megfejtek,megfejtesz,megfejt,megfejtünk,megfejtetek,megfejtenek,wiktionary
untat,untatok,untatsz,untat,untatunk,untattok,untatnak,wiktionary
betölt,betöltök,betöltesz,betölt,betöltünk,betöltötök,betöltenek,wiktionary
megkönnyít,megkönnyítek,megkönnyítesz,megkönnyít,megkönnyítünk,megkönnyítetek,megkönnyítenek,wiktionary
jelképez,jelképezek,jelképezel,jelképez,jelképezünk,jelképeztek,jelképeznek,wiktionary
felfüggeszt,felfüggesztek,felfüggesztesz,felfüggeszt,felfüggesztünk,felfüggesztetek,felfüggesztenek,wiktionary
mérgez,mérgezek,mérgezel,mérgez,mérgezünk,mérgeztek,mérgeznek,wiktionary
kölcsönad,kölcsönadok,kölcsönadsz,kölcsönad,kölcsönadunk,kölcsönadtok,kölcsönadnak,wiktionary
felépül,felépülök,felépülsz,felépül,felépülünk,felépültök,felépülnek,wiktionary
elhallgat,elhallgatok,elhallgatsz,elhallgat,elhallgatunk,elhallgattok,elhallgatnak,wiktionary
irigyel,irigylek,irigyelsz,irigyel,irigylünk,irigyeltek,irigyelnek,wiktionary
alkalmazkodik,alkalmazkodom,alkalmazkodsz,alkalmazkodik,alkalmazkodunk,alkalmazkodtok,alkalmazkodnak,wiktionary
összegyűjt,összegyűjtök,összegyűjtesz,összegyűjt,összegyűjtünk,összegyűjtötök,összegyűjtenek,wiktionary
éled,éledek,éledsz,éled,éledünk,éledtek,élednek,wiktionary
árad,áradok,áradsz,árad,áradunk,áradtok,áradnak,wiktionary
szárad,száradok,száradsz,szárad,száradunk,száradtok,száradnak,wiktionary
táplálkozik,táplálkozom,táplálkozol,táplálkozik,táplálkozunk,táplálkoztok,táplálkoznak,wiktionary
ömlik,ömlöm,ömlesz,ömlik,ömlünk,ömlötök,ömlenek,wiktionary
átlát,átlátok,átlátsz,átlát,átlátunk,átláttok,átlátnak,wiktionary
visszavesz,visszaveszek,visszaveszel,visszavesz,visszaveszünk,visszavesztek,visszavesznek,wiktionary
közvetít,közvetítek,közvetítesz,közvetít,közvetítünk,közvetítetek,közvetítenek,wiktionary
kávézik,kávézom,kávézol,kávézik,kávézunk,kávéztok,kávéznak,wiktionary
olt,oltok,oltasz,olt,oltunk,oltotok,oltanak,wiktionary
szór,szórok,szórsz,szór,szórunk,szórtok,szórnak,wiktionary
kímél,kímélek,kímélsz,kímél,kímélünk,kíméltek,kímélnek,wiktionary
ücsörög,ücsörgök,ücsörögsz,ücsörög,ücsörgünk,ücsörögtök,ücsörögnek,wiktionary
fojt,fojtok,fojtasz,fojt,fojtunk,fojtotok,fojtanak,wiktionary
gyötör,gyötrök,gyötörsz,gyötör,gyötrünk,gyötörtök,gyötörnek,wiktionary
sántikál,sántikálok,sántikálsz,sántikál,sántikálunk,sántikáltok,sántikálnak,wiktionary
viszonoz,viszonzok,viszonzol,viszonoz,viszonzunk,viszonoztok,viszonoznak,wiktionary
összekever,összekeverek,összekeversz,összekever,összekeverünk,összekevertek,összekevernek,wiktionary
ordít,ordítok,ordítasz,ordít,ordítunk,ordítotok,ordítanak,wiktionary
szándékozik,szándékozom,szándékozol,szándékozik,szándékozunk,szándékoztok,szándékoznak,wiktionary
megkülönböztet,megkülönböztetek,megkülönböztetsz,megkülönböztet,megkülönböztetünk,megkülönböztettek,megkülönböztetnek,wiktionary
hallatszik,hallatszom,hallatszol,hallatszik,hallatszunk,hallatszotok,hallatszanak,wiktionary
veszélyeztet,veszélyeztetek,veszélyeztetsz,veszélyeztet,veszélyeztetünk,veszélyeztettek,veszélyeztetnek,wiktionary
köröz,körözök,körözöl,köröz,körözünk,köröztök,köröznek,wiktionary
bevon,bevonok,bevonsz,bevon,bevonunk,bevontok,bevonnak,wiktionary
ébreszt,ébresztek,ébresztesz,ébreszt,ébresztünk,ébresztetek,ébresztenek,wiktionary
támaszt,támasztok,támasztasz,támaszt,támasztunk,támasztotok,támasztanak,wiktionary
hajlik,hajlok,hajlasz,hajlik,hajlunk,hajlotok,hajlanak,wiktionary
elnyom,elnyomok,elnyomsz,elnyom,elnyomunk,elnyomtok,elnyomnak,wiktionary
áldoz,áldozok,áldozol,áldoz,áldozunk,áldoztok,áldoznak,wiktionary
álcáz,álcázok,álcázol,álcáz,álcázunk,álcáztok,álcáznak,wiktionary
sérteget,sértegetek,sértegetsz,sérteget,sértegetünk,sértegettek,sértegetnek,wiktionary
megfagy,megfagyok,megfagysz,megfagy,megfagyunk,megfagytok,megfagynak,wiktionary
éltet,éltetek,éltetsz,éltet,éltetünk,éltettek,éltetnek,wiktionary
futtat,futtatok,futtatsz,futtat,futtatunk,futtattok,futtatnak,wiktionary
következtet,következtetek,következtetsz,következtet,következtetünk,következtettek,következtetnek,wiktionary
suttog,suttogok,suttogsz,suttog,suttogunk,suttogtok,suttognak,wiktionary
húzódik,húzódom,húzódsz,húzódik,húzódunk,húzódtok,húzódnak,wiktionary
kirándul,kirándulok,kirándulsz,kirándul,kirándulunk,kirándultok,kirándulnak,wiktionary
bont,bontok,bontasz,bont,bontunk,bontotok,bontanak,wiktionary
szolgáltat,szolgáltatok,szolgáltatsz,szolgáltat,szolgáltatunk,szolgáltattok,szolgáltatnak,wiktionary
fütyül,fütyülök,fütyülsz,fütyül,fütyülünk,fütyültök,fütyülnek,wiktionary
sújt,sújtok,sújtasz,sújt,sújtunk,sújtotok,sújtanak,wiktionary
sért,sértek,sértesz,sért,sértünk,sértetek,sértenek,wiktionary
dobog,dobogok,dobogsz,dobog,dobogunk,dobogtok,dobognak,wiktionary
ugat,ugatok,ugatsz,ugat,ugatunk,ugattok,ugatnak,wiktionary
csábít,csábítok,csábítasz,csábít,csábítunk,csábítotok,csábítanak,wiktionary
felépít,felépítek,felépítesz,felépít,felépítünk,felépítetek,felépítenek,wiktionary
ijed,ijedek,ijedsz,ijed,ijedünk,ijedtek,ijednek,wiktionary
felkér,felkérek,felkérsz,felkér,felkérünk,felkértek,felkérnek,wiktionary
diagnosztizál,diagnosztizálok,diagnosztizálsz,diagnosztizál,diagnosztizálunk,diagnosztizáltok,diagnosztizálnak,wiktionary
tapad,tapadok,tapadsz,tapad,tapadunk,tapadtok,tapadnak,wiktionary
vezérel,vezérlek,vezérelsz,vezérel,vezérlünk,vezéreltek,vezérelnek,wiktionary
elhalaszt,elhalasztok,elhalasztasz,elhalaszt,elhalasztunk,elhalasztotok,elhalasztanak,wiktionary
összefügg,összefüggök,összefüggesz,összefügg,összefüggünk,összefüggötök,összefüggenek,wiktionary
megnehezít,megnehezítek,megnehezítesz,megnehezít,megnehezítünk,megnehezítetek,megnehezítenek,wiktionary
diktál,diktálok,diktálsz,diktál,diktálunk,diktáltok,diktálnak,wiktionary
eldől,eldőlök,eldőlsz,eldől,eldőlünk,eldőltök,eldőlnek,wiktionary
zongorázik,zongorázom,zongorázol,zongorázik,zongorázunk,zongoráztok,zongoráznak,wiktionary
felvág,felvágok,felvágsz,felvág,felvágunk,felvágtok,felvágnak,wiktionary
jóváhagy,jóváhagyok,jóváhagysz,jóváhagy,jóváhagyunk,jóváhagytok,jóváhagynak,wiktionary
felöltözik,felöltözöm,felöltözöl,felöltözik,felöltözünk,felöltöztök,felöltöznek,wiktionary
lazul,lazulok,lazulsz,lazul,lazulunk,lazultok,lazulnak,wiktionary
vitat,vitatok,vitatsz,vitat,vitatunk,vitattok,vitatnak,wiktionary
állapít,állapítok,állapítasz,állapít,állapítunk,állapítotok,állapítanak,wiktionary
fogyaszt,fogyasztok,fogyasztasz,fogyaszt,fogyasztunk,fogyasztotok,fogyasztanak,wiktionary
keletkezik,keletkezem,keletkezel,keletkezik,keletkezünk,keletkeztek,keletkeznek,wiktionary
visszaemlékezik,visszaemlékezem,visszaemlékezel,visszaemlékezik,visszaemlékezünk,visszaemlékeztek,visszaemlékeznek,wiktionary
felmerül,felmerülök,felmerülsz,felmerül,felmerülünk,felmerültök,felmerülnek,wiktionary
kialszik,kialszom,kialszol,kialuszik,kialszunk,kialszotok,kialszanak,wiktionary
felvisz,felviszek,felviszel,felvisz,felviszünk,felvisztek,felvisznek,wiktionary
vonszol,vonszolok,vonszolsz,vonszol,vonszolunk,vonszoltok,vonszolnak,wiktionary
meghalad,meghaladok,meghaladsz,meghalad,meghaladunk,meghaladtok,meghaladnak,wiktionary
blokkol,blokkolok,blokkolsz,blokkol,blokkolunk,blokkoltok,blokkolnak,wiktionary
kimerül,kimerülök,kimerülsz,kimerül,kimerülünk,kimerültök,kimerülnek,wiktionary
bevet,bevetek,bevetsz,bevet,bevetünk,bevettek,bevetnek,wiktionary
bizonyul,bizonyulok,bizonyulsz,bizonyul,bizonyulunk,bizonyultok,bizonyulnak,wiktionary
rág,rágok,rágsz,rág,rágunk,rágtok,rágnak,wiktionary
cseveg,csevegek,csevegsz,cseveg,csevegünk,csevegtek,csevegnek,wiktionary
